Symbol,Rolling Window Mean Annual Return,Rolling Window Mean Cumulative Return,Rolling Window Mean Annual Volatility,Rolling Window Mean Sharpe Ratio,Rolling Window Mean Max Drawdown,Simple Moving Averages Annual Return,Simple Moving Averages Cumulative Return,Simple Moving Averages Annual Volatility,Simple Moving Averages Sharpe Ratio,Simple Moving Averages Max Drawdown,RSI Annual Return,RSI Cumulative Return,RSI Annual Volatility,RSI Sharpe Ratio,RSI Max Drawdown,MACD Crossover Annual Return,MACD Crossover Cumulative Return,MACD Crossover Annual Volatility,MACD Crossover Sharpe Ratio,MACD Crossover Max Drawdown,RSI + MACD Annual Return,RSI + MACD Cumulative Return,RSI + MACD Annual Volatility,RSI + MACD Sharpe Ratio,RSI + MACD Max Drawdown,TRIX Annual Return,TRIX Cumulative Return,TRIX Annual Volatility,TRIX Sharpe Ratio,TRIX Max Drawdown,Williams %R Annual Return,Williams %R Cumulative Return,Williams %R Annual Volatility,Williams %R Sharpe Ratio,Williams %R Max Drawdown,Bollinger Band Annual Return,Bollinger Band Cumulative Return,Bollinger Band Annual Volatility,Bollinger Band Sharpe Ratio,Bollinger Band Max Drawdown
Stock_1,-0.22713958237808596,0.3499592165195692,0.27838862682220533,-0.2714962265153549,-0.5035419698191538,-0.017022907527155517,0.23968552323284376,0.4410037776025464,0.157814372637755,-0.5810794712624375,0.2814485912027215,-0.23471615839768334,0.7423397838644232,2.1609781529968575,-0.5452274286817274,0.050183098639109414,-0.10895894592777211,0.7719414174902989,1.7172551845557642,-0.5414708795603165,-0.2857497681220855,0.33101202053107337,0.7059994916539619,1.3081152076793696,-0.28487023737743455,-0.4476949370296308,-0.4116858312984486,0.6266023205101027,1.2528560613439854,-0.350164129877078,0.3942299873132322,0.006617228840825828,0.15456450862962803,1.0702048610966859,-0.11415998021580442,0.2703044417327316,-0.011337745074747718,0.5605819979421643,1.3148872311258604,-0.40847254627492907
Stock_2,-0.15931008550128667,0.03216348030206451,0.43123149842800124,1.1058509176352187,-0.17909460139196126,0.13679971364377563,-0.35891018282452936,0.14941097150296928,-0.841692459047986,-0.40003164313421236,-0.2902654571837884,0.45025288882798564,0.19469849843817327,0.8282057498478359,-0.20512915987923058,-0.22994043256648666,-0.20481036589078927,0.6914422381807653,2.211181372396174,-0.1787648747025793,-0.3575846400166136,-0.267787217065639,0.4462588866438293,2.1520068864116313,-0.11219467682187606,0.26455800711844435,0.15873316581917296,0.15481929806089154,0.07746009542030885,-0.14752477568775307,-0.34833244116091455,-0.3801061997965134,0.48871533115693333,0.9731367853008117,-0.014552373262939233,0.2497316443236891,-0.12504676146620874,0.5429736349438838,1.2387433707533253,-0.18502661700245476
Stock_3,0.14958029829253428,-0.2721186902783027,0.15500384524236485,2.2855429178142255,-0.5201349142519561,0.2763385665239487,0.0881006851877465,0.2208008634883259,0.5383028224294932,-0.15738409195390485,-0.33559338827416485,-0.3436281830542518,0.22755853669541398,2.259369289542847,-0.4061820492190824,0.2165110046901887,0.18375414147856084,0.13971349750587495,0.21558164746047526,-0.034379205607828034,0.4094164537858377,-0.03628119555349585,0.4357687315310633,0.9492678589762393,-0.26414710941220415,-0.37740204467125227,-0.4409923564114584,0.5370595742350396,1.2051653565979632,-0.4034527150556003,0.08926599870516372,-0.1480157349050384,0.37339400121829935,2.909858315978423,-0.21419285297455926,0.424821671209351,0.04192585839786267,0.3607818496318591,-0.8949337685442469,-0.5946300235034192
Stock_4,0.03272174061758315,-0.33545282407567656,0.5802155028752768,0.24924785404057692,-0.45718919397816427,-0.006095031590276134,-0.37025690482855367,0.5284372550566259,2.992532742765495,-0.36589417974657057,-0.10072290984440602,0.26657739055606644,0.16695519604471187,1.8036545205932062,-0.18923583602980348,0.4514641766684335,-0.3146388382541694,0.49511236574777795,-0.1071568874572475,-0.024549056924136003,-0.032694753028267964,0.12253825213713965,0.1538954331563057,-0.03973183700359639,-0.10179979662353533,-0.3313686466140313,-0.052862721408363456,0.14680063863263715,2.109387444624245,-0.11993741618485265,-0.33129219410590416,0.18397697845806205,0.27308577104049025,1.8155209317182965,-0.38258899155522547,-0.39598871158024485,-0.2284242537435769,0.6273377501537568,-0.6503147356063694,-0.5070309497219554
Stock_5,-0.30164511740172706,0.10252767529616791,0.11947960469225101,2.316730473316742,-0.24749601818000228,-0.24877322738231433,-0.4399718806691001,0.4953104669142281,1.5110351788268512,-0.5665171032840228,-0.4971198446936862,-0.4802295211444325,0.6748847177127486,-0.4650304502733227,-0.5556507727293736,0.3524240391585679,0.24688260832740438,0.6071333899048452,-0.13071000810930622,-0.10380693378876804,-0.00453887837896505,-0.028451272994793553,0.32688546328203727,2.7606490295056494,-0.4153038142806392,0.23769570363835912,0.3982865830039488,0.6233065673254712,2.46524355134818,-0.05386632049029272,-0.38081470966418707,-0.41057094996158505,0.21928866704702643,1.856387966151685,-0.5334100350130423,-0.04646376782916206,-0.1767310937598826,0.15392157344856666,-0.154433528927727,-0.43804801477930955
Stock_6,0.08912959172721913,-0.3511823498266804,0.241719216872345,2.2239003021269284,-0.0297220570652571,0.4606512667198819,0.27085081674276945,0.374998869142677,-0.3983237584694317,-0.22054737625840942,-0.0037220696083163363,0.37756587940967146,0.5524741275185395,-0.504596209955841,-0.08662192825383441,-0.3515123757867362,-0.2964005241637945,0.642442783750835,0.7249530558781876,-0.3322116750389446,0.11572299377697237,0.05814342168571829,0.3038886662284297,0.7169080218522681,-0.1398193693324573,-0.3074898686941594,0.2538684568828876,0.4495112222432851,-0.7689942938968364,-0.3189845663618454,-0.21630779930263722,0.019848631142484252,0.7493271541009553,0.20577125711522282,-0.5750500099146817,0.31766327232768665,-0.22382662535507403,0.443434578698937,1.9418352273182515,-0.5318141150477842
Stock_7,-0.035792526296684835,-0.12838432503943265,0.7567878728499076,0.43132265336327125,-0.014102483278125688,-0.008946814007640636,0.2372915671078808,0.2673049025159886,2.3452418999848033,-0.35089569717692726,0.2224504488727117,-0.244087831627251,0.2018553075002768,1.0348625229734112,-0.21369112413592356,-0.054801601976515624,0.08857190378050106,0.7690397683804588,-0.9914545269930932,-0.010621076231170812,0.3923634227707372,0.02989888393092832,0.5565151044469827,-0.6476719111940801,-0.3828555509300443,-0.2284999971082542,0.3350073525523788,0.5961600535466949,1.1008047912792036,-0.17014017143092908,0.16410615129783934,0.07667512152565303,0.6666457646454929,0.6976108812724311,-0.07022906055140377,0.4493539630563864,-0.09379753521118717,0.7182559187752778,1.1340677874539042,-0.25449616872924224
Stock_8,0.07386910911897271,-0.46496266194441194,0.7690762279547173,-0.7974349572542341,-0.5606625256266071,0.02771033525864286,0.0562172337130048,0.1272440780497551,-0.47233102922243786,-0.3126372219966552,0.28896843872434474,-0.29449538018593957,0.6356674035654879,-0.18660231928248594,-0.07954778214283376,-0.15169313709153398,-0.22739759483894728,0.12673216740077536,-0.2604176866004084,-0.3079751131138726,0.026604945263304924,0.08723610236844925,0.5169683361633646,1.3270280613695644,-0.5084507549668499,-0.42133781280091287,0.3909530853228974,0.6348924883073572,0.8307339820254827,-0.0059565742341005645,-0.37424742517474874,0.02510381375771653,0.6674867947470678,2.1398167076309216,-0.0827759721881719,-0.1468680540041739,0.41417288671326424,0.4204858761188819,2.6256585392203586,-0.33223044605650276
Stock_9,0.280070971946761,-0.39197215227076276,0.23191780750500457,2.5148135402504663,-0.0034355994780568277,-0.398598663054067,-0.3323037039736978,0.12991709060378542,2.258790652824182,-0.5574517059016955,-0.3467138122020694,-0.4730180362016987,0.5514205103291493,0.5263770483858634,-0.3974465182876968,-0.0373644134922424,0.3425191618278941,0.6205770598113661,-0.7897558317430908,-0.3340265829237621,-0.3060033882382561,0.45509423297680196,0.3881075037006394,1.2494578768491191,-0.07532738456238253,-0.36335782019924,0.21063024360418747,0.5850436034895293,-0.3208635474912258,-0.5243156410934202,0.11917803948595773,-0.48899298619169984,0.2906229248238429,-0.48547518472960594,-0.41517094668957155,-0.16523344892022074,0.2958614201948613,0.33191214427156,2.1630228239435305,-0.2966915383346327
Stock_10,-0.29777991732964804,0.06870265994302238,0.7455695839490639,2.743142787176825,-0.05198710351973779,0.3025528895662306,-0.18444525056193495,0.537779684151689,-0.737349495792611,-0.154931038631488,0.38342580229608225,-0.41101924254664335,0.48491357136453217,1.803129264503656,-0.278749359775827,-0.3971266340611237,-0.024618122906519768,0.6513463454837164,0.01770243093142332,-0.5029155607330433,0.31689672464786645,-0.3614234300746605,0.2767090582675372,2.2057136739735026,-0.22584094755266687,-0.23892185459954562,-0.4318791485814134,0.6114853555687254,1.49002442277583,-0.5371748002596116,-0.0026779737810955773,0.1342888332686395,0.20687888267988866,1.2755894136766925,-0.15438200867174545,0.22356661841508496,0.2765211649673136,0.10474852132682372,2.778837787478606,-0.02321566747108106
